Time,Rain Rate (mm/hr),Attenuation (dB)
8.29866440,21.68062500,2.23502070
8.29894440,21.71277900,2.03376480
8.29922440,21.26944000,1.71700050
8.29950440,21.25704300,2.56277350
8.29978440,21.66455400,2.35898440
8.30006440,22.25358500,2.50472870
8.30034440,21.97609500,2.65904990
8.30062440,21.76204200,2.73830780
8.30090440,21.88531900,2.69360630
8.30118440,21.50827400,1.86563540
8.30146440,22.18784600,2.13002370
8.30174440,22.07181000,1.71160890
8.30202440,22.14883900,1.53722710
8.30230440,22.25723700,2.07881090
8.30258440,22.06151300,2.37406640
8.30286440,22.22599200,1.85205910
8.30314440,22.81156100,1.99868310
8.30342440,22.53162900,2.32708750
8.30370440,22.52147000,2.61846990
8.30398440,22.54450800,2.07761860
8.30426440,22.52919900,1.93599750
8.30454440,23.19643600,1.94260710
8.30482440,23.33425900,2.06794520
8.30510440,23.18647900,1.83545010
8.30538440,23.70832200,1.68205430
8.30566440,23.38033500,1.87236960
8.30594440,23.61684200,1.49969340
8.30622440,23.82496500,1.59561850
8.30650440,24.42712700,1.58186230
8.30678440,25.17682100,1.76447210
8.30706440,25.53686800,1.53826880
8.30734440,26.08524100,1.91143740
8.30762440,26.78677400,2.07152130
8.30790440,26.60762800,1.75394820
8.30818440,25.86074000,1.66183870
8.30846440,25.44873800,1.27029680
8.30874440,26.11489200,1.27757750
8.30902440,26.10896100,1.49955870
8.30930440,26.26707100,1.32648300
8.30958440,25.91881900,1.14754200
8.30986440,25.82960600,1.39930680
8.31014440,26.02651300,1.10933120
8.31042440,26.55934900,1.21134540
8.31070440,27.30420100,1.37244610
8.31098440,27.31777800,1.14766340
8.31126440,26.65203700,1.56536360
8.31154440,26.72712600,1.35603330
8.31182440,27.14756200,1.27407090
8.31210440,27.47085400,1.38573990
8.31238440,27.52626500,0.85479315
8.31266440,28.26757000,0.70501582
8.31294440,28.55675100,0.82586980
8.31322440,28.43766100,0.84861412
8.31350440,28.08523600,1.49877510
8.31378440,27.54832500,1.36307350
8.31406440,27.98464100,1.42173710
8.31434440,27.77942500,1.41038600
8.31462440,26.99687700,1.65737640
8.31490440,26.09800800,0.94259797
8.31518440,25.24082400,0.96850324
8.31546440,24.39133300,1.29708860
8.31574440,23.77272900,1.28446980
8.31602440,22.93394300,0.97908767
8.31630440,21.79345000,1.34588400
8.31658440,20.63727300,0.78848925
8.31686440,19.98066100,0.98127500
8.31714440,19.25438400,1.09341500
8.31742440,18.34689500,1.07143610
8.31770440,17.71226900,0.86469610
8.31798440,17.04445600,0.63910003
8.31826440,16.49151100,0.96863613
8.31854440,15.92572400,1.01431730
8.31882440,15.25909400,0.88669159
8.31910440,15.23300600,1.16788770
8.31938440,14.55352600,0.84296593
8.31966440,14.17545700,1.41651930
8.31994440,13.88598700,1.04764160
8.32022440,13.41302800,1.45227520
8.32050440,13.03572300,0.92275493
8.32078440,12.61730200,0.71321223
8.32106440,11.82174500,0.67555677
8.32134440,11.35447500,0.65573018
8.32162440,11.12325900,0.66443152
8.32190440,10.81699300,1.17462730
8.32218440,10.24980700,1.25444940
8.32246440,9.94808840,1.24028700
8.32274440,9.61957600,1.37232400
8.32302440,9.30418140,0.99302339
8.32330440,9.07523580,0.84822871
8.32358440,8.76744260,0.65022993
8.32386440,8.60486080,0.81751710
8.32414440,8.38591440,0.97379510
8.32442440,8.15507790,0.98347453
8.32470440,7.74461090,0.35879651
8.32498440,7.65874180,0.70411588
8.32526440,7.43559100,1.22419630
8.32554440,7.24660430,1.52584320
8.32582440,7.19508750,1.26367470
8.32610440,7.02009490,0.86791329
8.32638440,6.87126060,1.12720680
8.32666440,6.63481040,1.25704150
8.32694440,6.35942490,1.32778750
8.32722440,5.94743540,1.18253430
8.32750440,5.55960190,1.13808900
8.32778440,5.32788750,0.88013382
8.32806440,5.23768160,0.62184249
8.32834440,5.00423330,0.37289004
8.32862440,4.70700870,0.62925474
8.32890440,4.44153380,0.99534447
8.32918440,4.26416400,0.67108470
8.32946440,4.12325300,0.85543158
8.32974440,3.98455820,1.05061970
8.33002440,3.93478680,1.32036350
8.33030440,3.72485770,1.41403900
8.33058440,3.68839670,0.93434088
8.33086440,3.64069750,0.97186192
8.33114440,3.57374170,0.90973692
8.33142440,3.45951090,0.73127927
8.33170440,3.35715730,1.09833580
8.33198440,3.33397640,1.10843400
8.33226440,3.36678830,1.18993250
8.33254440,3.18133830,1.03782530
8.33282440,3.06058000,0.55721669
8.33310440,3.04195450,0.49384547
8.33338440,2.85328080,0.70321597
8.33366440,2.91586530,1.05152770
8.33394440,2.88761400,0.89609620
8.33422440,2.88875560,0.80108176
8.33450440,2.89506870,0.92648378
8.33478440,2.92433070,0.89081487
8.33506440,2.84098360,0.95252327
8.33534440,2.85791860,0.67210376
8.33562440,2.80599170,0.95445550
8.33590440,2.64072510,1.20627670
8.33618440,2.54262210,0.94349138
8.33646440,2.42508850,0.61634709
8.33674440,2.40472370,0.78733484
8.33702440,2.31974750,0.76924158
8.33730440,2.19951950,1.02129680
8.33758440,2.09740660,1.12292520
8.33786440,1.95750180,0.66519868
8.33814440,1.87945210,1.02296630
8.33842440,1.79617820,0.79093046
8.33870440,1.77250810,0.93511340
8.33898440,1.72271370,0.94323784
8.33926440,1.75499320,0.82047765
8.33954440,1.81374470,0.82933657
8.33982440,1.78411380,0.93292866
8.34010440,1.80942270,0.88476272
8.34038440,1.75413520,0.90304260
8.34066440,1.81938820,0.93665848
8.34094440,1.85410920,0.87781958
8.34122440,1.80960580,1.08707690
8.34150440,1.87208780,1.21653630
8.34178440,1.81749090,1.04674580
8.34206440,1.80556230,0.81803458
8.34234440,1.78637570,1.22704180
8.34262440,1.79321300,0.61608372
8.34290440,1.79470320,1.10661540
8.34318440,1.89725420,0.69053537
8.34346440,1.89211570,0.99960016
8.34374440,1.94016460,0.69168689
8.34402440,2.02335040,0.76783535
8.34430440,1.98714410,0.78746712
8.34458440,2.04306240,0.64818102
8.34486440,1.99522530,0.86327435
8.34514440,1.98063200,0.88412380
8.34542440,1.91494090,0.95252327
8.34570440,1.82913010,0.71615279
8.34598440,1.72349080,0.74846581
8.34626440,1.70016240,0.99805258
8.34654440,1.61143390,1.09975400
8.34682440,1.59761450,0.84180989
8.34710440,1.64052540,1.12798320
8.34738440,1.65617640,0.98127500
8.34766440,1.64442160,0.82535221
8.34794440,1.61785950,1.21471280
8.34822440,1.50656290,0.91978659
8.34850440,1.45894220,0.32745277
8.34878440,1.47296680,0.65636533
8.34906440,1.41140350,0.86122616
8.34934440,1.37921370,1.03110900
8.34962440,1.42690370,0.79157987
8.34990440,1.41382180,0.77539594
8.35018440,1.38531370,0.56002580
8.35046440,1.34780810,0.59640745
8.35074440,1.32477390,0.77168157
8.35102440,1.27766270,0.61058914
8.35130440,1.23291210,0.79760548
8.35158440,1.16889630,0.81276385
8.35186440,1.11913520,0.62554245
8.35214440,1.07205480,0.64676722
8.35242440,1.00426560,0.56985333
8.35270440,1.00693990,0.70833977
8.35298440,1.02894660,1.04893690
8.35326440,1.02940500,1.07000690
8.35354440,0.99313327,0.91617903
8.35382440,0.97715845,0.73909693
8.35410440,0.96423466,0.74218360
8.35438440,0.98219183,1.10700340
8.35466440,1.02160580,0.97224854
8.35494440,1.06599600,1.04738740
8.35522440,1.11891090,0.60304886
8.35550440,1.13182440,0.84450736
8.35578440,1.19742950,0.81776982
8.35606440,1.33223220,0.94014722
8.35634440,1.37381820,0.97792760
8.35662440,1.33482140,1.17787010
8.35690440,1.34642150,1.04183140
8.35718440,1.29532710,0.90072700
8.35746440,1.33008800,0.72294697
8.35774440,1.31761320,0.97276808
8.35802440,1.29478360,0.93022506
8.35830440,1.32604460,0.51971393
8.35858440,1.37841110,0.44915723
8.35886440,1.39910590,0.09114232
8.35914440,1.32690200,0.51180947
8.35942440,1.30217220,0.99172992
8.35970440,1.35977940,0.85608207
8.35998440,1.31902860,0.45475976
8.36026440,1.32403860,0.46723134
8.36054440,1.33294300,1.04235190
8.36082440,1.24761600,0.84836120
8.36110440,1.19377740,0.51946316
8.36138440,1.19355900,0.42893537
8.36166440,1.13911360,0.81996014
8.36194440,1.06168410,0.61276772
8.36222440,1.00111750,0.58006611
8.36250440,0.94268463,1.22367340
8.36278440,0.89165942,0.97250227
8.36306440,0.83875883,0.33176590
8.36334440,0.79994302,0.44406798
8.36362440,0.75132544,0.48620886
8.36390440,0.70700129,0.66596585
8.36418440,0.66555625,0.47041547
8.36446440,0.62372981,0.66084767
8.36474440,0.59731195,0.46978339
8.36502440,0.58113441,0.63155414
8.36530440,0.55268843,0.31122653
8.36558440,0.53165524,0.30323475
8.36586440,0.51473597,0.95561488
8.36614440,0.50195297,0.43312900
8.36642440,0.47918701,0.39956910
8.36670440,0.47097004,0.70962383
8.36698440,0.47132698,1.07789280
8.36726440,0.46048400,0.62772188
8.36754440,0.43684154,0.53604144
8.36782440,0.42886082,0.75551798
8.36810440,0.41488250,0.61288743
8.36838440,0.41269347,0.68938388
8.36866440,0.40621857,0.94130617
8.36894440,0.39276811,0.82034526
8.36922440,0.38353026,0.86546723
8.36950440,0.37238474,1.05643120
8.36978440,0.37495416,1.06496840
8.37006440,0.37506961,1.15285810
8.37034440,0.36787081,0.90072700
8.37062440,0.35601700,0.93499269
8.37090440,0.34291616,0.70436786
8.37118440,0.33238233,0.88154413
8.37146440,0.33809130,0.64856444
8.37174440,0.35542382,0.83037185
8.37202440,0.35092273,0.86958826
8.37230440,0.34764140,0.87627683
8.37258440,0.35097125,0.70783576
8.37286440,0.34147172,0.46812574
8.37314440,0.33670134,0.85260086
8.37342440,0.32462651,0.94748786
8.37370440,0.31492598,0.74820152
8.37398440,0.32641129,0.74614740
8.37426440,0.32573978,0.65815102
8.37454440,0.32615878,0.66788384
8.37482440,0.32438183,0.83139512
8.37510440,0.33103120,0.91888165
8.37538440,0.34505523,0.71064391
8.37566440,0.37610378,0.73550613
8.37594440,0.37307760,0.60459270
8.37622440,0.37699839,0.57623899
8.37650440,0.38551566,0.85248041
8.37678440,0.38978084,0.66570213
8.37706440,0.40207097,0.95084473
8.37734440,0.40781709,0.79042537
8.37762440,0.41533634,0.60178032
8.37790440,0.43438685,0.92868023
8.37818440,0.43488295,0.84258058
8.37846440,0.44711942,1.01663960
8.37874440,0.45046127,1.01741380
8.37902440,0.44435582,0.97650171
8.37930440,0.43204181,0.67313483
8.37958440,0.42604225,0.68184011
8.37986440,0.40940098,0.64753402
8.38014440,0.40161340,0.69361816
8.38042440,0.38511533,0.71782122
8.38070440,0.36779690,0.77103249
8.38098440,0.36138015,0.99507851
8.38126440,0.35634228,0.93549966
8.38154440,0.34421039,0.79722058
8.38182440,0.33142854,0.68311130
8.38210440,0.31718751,0.63858495
8.38238440,0.30550365,0.69668920
8.38266440,0.29411956,0.72089419
8.38294440,0.28753059,0.66775197
8.38322440,0.28934826,0.55926074
8.38350440,0.28122924,0.54867109
8.38378440,0.27053523,0.69565749
8.38406440,0.26285431,0.88811419
8.38434440,0.25852336,0.86610584
8.38462440,0.25315157,0.93962811
8.38490440,0.25204765,0.76231909
8.38518440,0.24638257,0.81699963
8.38546440,0.25125892,0.88913898
8.38574440,0.24503341,1.11361140
8.38602440,0.24048752,1.15635390
8.38630440,0.24488137,0.90742092
8.38658440,0.24220483,0.42244330
8.38686440,0.24274623,0.92931988
8.38714440,0.24367215,0.88502794
8.38742440,0.25037596,0.62542270
8.38770440,0.24687631,0.68541392
8.38798440,0.23938572,0.87061256
8.38826440,0.24063201,0.94748786
8.38854440,0.23763850,0.96786295
8.38882440,0.23296122,1.02025650
8.38910440,0.23126288,0.52941165
8.38938440,0.23474152,0.74808140
8.38966440,0.23958735,0.89094750
8.38994440,0.23480589,0.73037871
8.39022440,0.23224697,0.85968407
8.39050440,0.22652209,0.94439689
8.39078440,0.21965648,0.83460955
8.39106440,0.21623557,1.33129880
8.39134440,0.21691411,1.05294420
8.39162440,0.21372777,0.94207883
8.39190440,0.20914589,0.90265666
8.39218440,0.20488030,0.79991494
8.39246440,0.20648157,0.62772188
8.39274440,0.20368139,0.61519783
8.39302440,0.20026862,1.04920330
8.39330440,0.19528961,0.86662397
8.39358440,0.19329852,0.48493226
8.39386440,0.18980374,0.75436456
8.39414440,0.18661540,0.94787424
8.39442440,0.18268426,0.97547463
8.39470440,0.18275758,0.60829099
8.39498440,0.18174801,0.62822484
8.39526440,0.17962645,0.71808529
8.39554440,0.17633704,0.59091570
8.39582440,0.17315509,0.33887234
8.39610440,0.17186293,0.78810444
8.39638440,0.17476067,0.94426408
8.39666440,0.17355769,0.71257613
8.39694440,0.17047401,0.73999769
8.39722440,0.16958713,0.95561488
8.39750440,0.16707063,0.72089419
8.39778440,0.16592015,0.85775654
8.39806440,0.16734522,0.58427639
8.39834440,0.16642320,0.74372103
8.39862440,0.16982336,0.85144455
8.39890440,0.17093482,0.81083865
8.39918440,0.17009290,0.71257613
8.39946440,0.16949550,0.78541090
8.39974440,0.17603899,0.62835657
8.40002440,0.17560828,1.07143610
8.40030440,0.17220550,0.73859252
8.40058440,0.16933132,0.70309598
8.40086440,0.16738446,0.50264140
8.40114440,0.16618754,0.70706776
8.40142440,0.16731886,0.40846232
8.40170440,0.16770517,0.38291926
8.40198440,0.16500006,0.98708832
8.40226440,0.16263012,0.75859395
8.40254440,0.16199970,0.58747029
8.40282440,0.16610309,0.77475883
8.40310440,0.16573052,0.76076891
8.40338440,0.16404157,0.77501127
8.40366440,0.16164946,0.79529615
8.40394440,0.16181787,0.72384735
8.40422440,0.16408732,0.78913862
8.40450440,0.16569138,0.67235553
8.40478440,0.16428259,0.62490780
8.40506440,0.16588711,0.63691996
8.40534440,0.16522187,0.70373192
8.40562440,0.16244142,0.77552818
8.40590440,0.15941429,0.73590243
8.40618440,0.15623925,0.86199723
8.40646440,0.15322769,0.77591286
8.40674440,0.15119317,0.59793906
8.40702440,0.15039490,0.45119550
8.40730440,0.14826800,0.52889804
8.40758440,0.14614160,0.57266337
8.40786440,0.14585019,0.86958826
8.40814440,0.14621759,0.84296593
8.40842440,0.14595760,0.72922604
8.40870440,0.14410394,0.67824265
8.40898440,0.14226219,0.82985421
8.40926440,0.14024348,1.01083400
8.40954440,0.13826881,0.87884410
8.40982440,0.13680610,0.80339143
8.41010440,0.13865115,0.81147636
8.41038440,0.13788083,1.01328920
8.41066440,0.13822542,0.70488383
8.41094440,0.13801267,0.62081279
8.41122440,0.13668153,0.64216672
8.41150440,0.13510417,0.67543686
8.41178440,0.13351865,0.95290971
8.41206440,0.13395976,0.49958587
7.89605560,0.10501386,0.47832625
7.89633560,0.10498202,0.38936683
7.89661560,0.10501502,0.52816964
7.89689560,0.10506165,0.66613168
7.89717560,0.10506464,0.54368503
7.89745560,0.10494542,0.41705596
7.89773560,0.10501325,0.62244379
7.89801560,0.10492770,0.39801226
7.89829560,0.10498850,0.49738264
7.89857560,0.10486514,0.44327536
7.89885560,0.10483741,0.62332635
7.89913560,0.10473478,0.70103616
7.89941560,0.10472122,0.37554059
7.89969560,0.10464336,0.60301395
7.89997560,0.10450299,0.44015452
7.90025560,0.10455842,0.40535673
7.90053560,0.10443876,0.52465689
7.90081560,0.10442875,0.54418448
7.90109560,0.10436270,0.46227861
7.90137560,0.10429081,0.65940638
7.90165560,0.10425188,0.23005956
7.90193560,0.10419354,0.45597892
7.90221560,0.10412637,0.65169975
7.90249560,0.10417883,0.70368384
7.90277560,0.10408573,0.51758273
7.90305560,0.10413991,0.58558712
7.90333560,0.10412344,0.63721957
7.90361560,0.10408982,0.65792919
7.90389560,0.10423894,0.40772520
7.90417560,0.10433909,0.54296996
7.90445560,0.10436978,0.61450311
7.90473560,0.10455372,0.59726233
7.90501560,0.10452716,0.67152329
7.90529560,0.10455195,0.93152125
7.90557560,0.10452008,0.52689071
7.90585560,0.10448357,0.62908794
7.90613560,0.10452716,0.49111561
7.90641560,0.10442344,0.29808042
7.90669560,0.10433439,0.72713295
7.90697560,0.10425658,0.40866435
7.90725560,0.10425835,0.44887004
7.90753560,0.10422063,0.45108062
7.90781560,0.10414815,0.51197107
7.90809560,0.10436387,0.59055159
7.90837560,0.10480619,0.44664573
7.90865560,0.10524033,0.57976827
7.90893560,0.10553956,0.56678311
7.90921560,0.10571696,0.47253108
7.90949560,0.10580901,0.55625238
7.90977560,0.10593657,0.31161131
7.91005560,0.10606083,0.35443443
7.91033560,0.10614572,0.65023478
7.91061560,0.10600757,0.18159179
7.91089560,0.10599038,0.60809957
7.91117560,0.10590384,0.35816049
7.91145560,0.10581289,0.66335802
7.91173560,0.10573248,0.73774191
7.91201560,0.10561439,0.53793695
7.91229560,0.10548635,0.38085844
7.91257560,0.10530903,0.38678182
7.91285560,0.10520876,0.82310392
7.91313560,0.10523922,0.50683895
7.91341560,0.10515835,0.24895207
7.91369560,0.10527025,0.37638754
7.91397560,0.10520488,0.41691207
7.91425560,0.10523978,0.50211644
7.91453560,0.10521374,0.56035227
7.91481560,0.10539159,0.02043182
7.91509560,0.10528022,0.63238135
7.91537560,0.10508291,-0.02414140
7.91565560,0.10499143,0.12038972
7.91593560,0.10496901,0.60259431
7.91621560,0.10492122,0.71874960
7.91649560,0.10481676,0.96830233
7.91677560,0.10477962,0.70980372
7.91705560,0.10474303,0.39874586
7.91733560,0.10474126,0.64037965
7.91761560,0.10481028,0.75602924
7.91789560,0.10503219,0.15614609
7.91817560,0.10556340,0.67977418
7.91845560,0.10577296,0.96669634
7.91873560,0.10589830,0.86980835
7.91901560,0.10599703,0.05037726
7.91929560,0.10610355,0.36890018
7.91957560,0.10610855,1.24406790
7.91985560,0.10606083,1.03803420
7.92013560,0.10599315,0.54907145
7.92041560,0.10584949,0.64368386
7.92069560,0.10577962,0.38264670
7.92097560,0.10573914,0.06273820
7.92125560,0.10566540,0.54583628
7.92153560,0.10563047,1.24155940
7.92181560,0.10543814,0.22693334
7.92209560,0.10532621,0.31278879
7.92237560,0.10523147,0.17346893
7.92265560,0.10509709,0.25277368
7.92293560,0.10500090,0.39791918
7.92321560,0.10487638,0.26644159
7.92349560,0.10486221,0.26838679
7.92377560,0.10489880,0.67930512
7.92405560,0.10484217,0.71766135
7.92433560,0.10470058,0.62506017
7.92461560,0.10460977,0.18547519
7.92489560,0.10449712,0.47818069
7.92517560,0.10439335,0.55528283
7.92545560,0.10436033,0.12368538
7.92573560,0.10430137,0.67360411
7.92601560,0.10425779,1.02635410
7.92629560,0.10442045,0.96670390
7.92657560,0.10467872,0.64442125
7.92685560,0.10486514,0.30490598
7.92713560,0.10500622,0.52756825
7.92741560,0.10498434,0.42527090
7.92769560,0.10491475,0.59428130
7.92797560,0.10496430,0.65837894
7.92825560,0.10491591,0.18020347
7.92853560,0.10487400,0.17019685
7.92881560,0.10477076,0.32166540
7.92909560,0.10481621,0.55326230
7.92937560,0.10463982,0.30368271
7.92965560,0.10465869,0.96570648
7.92993560,0.10459439,1.37997350
7.93021560,0.10454780,0.44385932
7.93049560,0.10441813,0.84805545
7.93077560,0.10436503,0.19747787
7.93105560,0.10430790,0.69292096
7.93133560,0.10427549,0.63768368
7.93161560,0.10427842,0.41244990
7.93189560,0.10424364,0.87302405
7.93217560,0.10417999,0.70417902
7.93245560,0.10419531,0.79578582
7.93273560,0.10408452,0.18336428
7.93301560,0.10401619,0.34911424
7.93329560,0.10398850,0.75247949
7.93357560,0.10396905,0.47582476
7.93385560,0.10389483,0.46685196
7.93413560,0.10388427,0.54740181
7.93441560,0.10381829,0.75624707
7.93469560,0.10370227,1.01339560
7.93497560,0.10373172,0.75856490
7.93525560,0.10377116,0.60297138
7.93553560,0.10366990,0.63674965
7.93581560,0.10365930,0.33436814
7.93609560,0.10359926,0.50352961
7.93637560,0.10354392,0.90230710
7.93665560,0.10343800,0.41196004
7.93693560,0.10346213,0.78328099
7.93721560,0.10334265,0.84820100
7.93749560,0.10329148,0.75016043
7.93777560,0.10332974,0.66024082
7.93805560,0.10337683,0.82364160
7.93833560,0.10339742,0.38439124
7.93861560,0.10342624,0.86286219
7.93889560,0.10339797,1.04874680
7.93917560,0.10344568,-0.03785417
7.93945560,0.10343508,0.40461817
7.93973560,0.10338505,0.58407306
7.94001560,0.10329441,0.25818197
7.94029560,0.10334972,0.07268030
7.94057560,0.10329678,0.39794056
7.94085560,0.10334265,0.38477511
7.94113560,0.10325091,0.70736298
7.94141560,0.10331030,0.67708938
7.94169560,0.10329093,0.92171452
7.94197560,0.10322442,0.36051269
7.94225560,0.10320383,0.24130587
7.94253560,0.10325499,0.45630047
7.94281560,0.10319445,0.67919890
7.94309560,0.10313446,0.71403720
